chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.422,§ 801.422 Prescription hearing aid labeling.,§ 801.422,Prescription hearing aid labeling.,21 CFR 801.422,FALSE,8,2022-10-18T21:50:10-0400,13963,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.43,§ 801.430 User labeling for menstrual tampons.,§ 801.430,User labeling for menstrual tampons.,21 CFR 801.430,FALSE,8,2024-06-04T18:40:30-0400,10308,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.433,§ 801.433 Warning statements for prescription and restricted device products containing or manufactured with chlorofluorocarbons or other ozone-depleting substances.,§ 801.433,Warning statements for prescription and restricted device products containing or manufactured with chlorofluorocarbons or other ozone-depleting substances.,21 CFR 801.433,FALSE,8,2017-01-05T00:00:00-0500,3783,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.435,§ 801.435 User labeling for latex condoms.,§ 801.435,User labeling for latex condoms.,21 CFR 801.435,FALSE,8,2017-01-05T00:00:00-0500,5541,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,801,Part 801—Labeling,Labeling,H,Subpart H—Special Requirements for Specific Devices,Special Requirements for Specific Devices,801.437,§ 801.437 User labeling for devices that contain natural rubber.,§ 801.437,User labeling for devices that contain natural rubber.,21 CFR 801.437,FALSE,8,2017-01-05T00:00:00-0500,5395,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.1,§ 803.1 What does this part cover?,§ 803.1,What does this part cover?,21 CFR 803.1,FALSE,8,2017-01-05T00:00:00-0500,1511,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.3,§ 803.3 How does FDA define the terms used in this part?,§ 803.3,How does FDA define the terms used in this part?,21 CFR 803.3,FALSE,8,2023-03-31T21:40:18-0400,17228,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.9,§ 803.9 What information from the reports do we disclose to the public?,§ 803.9,What information from the reports do we disclose to the public?,21 CFR 803.9,FALSE,8,2017-01-05T00:00:00-0500,1924,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.1,"§ 803.10 Generally, what are the reporting requirements that apply to me?",§ 803.10,"Generally, what are the reporting requirements that apply to me?",21 CFR 803.10,FALSE,8,2017-01-05T00:00:00-0500,2029,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.11,§ 803.11 What form should I use to submit reports of individual adverse events and where do I obtain these forms?,§ 803.11,What form should I use to submit reports of individual adverse events and where do I obtain these forms?,21 CFR 803.11,FALSE,8,2020-04-03T20:30:06-0400,1133,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.12,§ 803.12 How do I submit initial and supplemental or followup reports?,§ 803.12,How do I submit initial and supplemental or followup reports?,21 CFR 803.12,FALSE,8,2017-01-05T00:00:00-0500,1761,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.13,§ 803.13 Do I need to submit reports in English?,§ 803.13,Do I need to submit reports in English?,21 CFR 803.13,FALSE,8,2017-01-05T00:00:00-0500,323,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.15,§ 803.15 How will I know if you require more information about my medical device report?,§ 803.15,How will I know if you require more information about my medical device report?,21 CFR 803.15,FALSE,8,2017-01-05T00:00:00-0500,1034,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.16,"§ 803.16 When I submit a report, does the information in my report constitute an admission that the device caused or contributed to the reportable event?",§ 803.16,"When I submit a report, does the information in my report constitute an admission that the device caused or contributed to the reportable event?",21 CFR 803.16,FALSE,8,2017-01-05T00:00:00-0500,788,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.17,"§ 803.17 What are the requirements for developing, maintaining, and implementing written MDR procedures that apply to me?",§ 803.17,"What are the requirements for developing, maintaining, and implementing written MDR procedures that apply to me?",21 CFR 803.17,FALSE,8,2017-01-05T00:00:00-0500,1355,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.18,§ 803.18 What are the requirements for establishing and maintaining MDR files or records that apply to me?,§ 803.18,What are the requirements for establishing and maintaining MDR files or records that apply to me?,21 CFR 803.18,FALSE,8,2026-02-05T17:20:15-0500,4496,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,A,Subpart A—General Provisions,General Provisions,803.19,"§ 803.19 Are there exemptions, variances, or alternative forms of adverse event reporting requirements?",§ 803.19,"Are there exemptions, variances, or alternative forms of adverse event reporting requirements?",21 CFR 803.19,FALSE,8,2023-03-22T21:40:23-0400,3281,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,B,Subpart B—Generally Applicable Requirements for Individual Adverse Event Reports,Generally Applicable Requirements for Individual Adverse Event Reports,803.2,§ 803.20 How do I complete and submit an individual adverse event report?,§ 803.20,How do I complete and submit an individual adverse event report?,21 CFR 803.20,FALSE,8,2017-01-05T00:00:00-0500,4395,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,B,Subpart B—Generally Applicable Requirements for Individual Adverse Event Reports,Generally Applicable Requirements for Individual Adverse Event Reports,803.21,§ 803.21 Where can I find the reporting codes for adverse events that I use with medical device reports?,§ 803.21,Where can I find the reporting codes for adverse events that I use with medical device reports?,21 CFR 803.21,FALSE,8,2020-04-03T20:30:06-0400,966,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,B,Subpart B—Generally Applicable Requirements for Individual Adverse Event Reports,Generally Applicable Requirements for Individual Adverse Event Reports,803.22,§ 803.22 What are the circumstances in which I am not required to file a report?,§ 803.22,What are the circumstances in which I am not required to file a report?,21 CFR 803.22,FALSE,8,2017-01-05T00:00:00-0500,1136,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,B,Subpart B—Generally Applicable Requirements for Individual Adverse Event Reports,Generally Applicable Requirements for Individual Adverse Event Reports,803.23,§ 803.23 Where can I find information on how to prepare and submit an MDR in electronic format?,§ 803.23,Where can I find information on how to prepare and submit an MDR in electronic format?,21 CFR 803.23,FALSE,8,2017-01-05T00:00:00-0500,707,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",H,Subchapter H—Medical Devices,Medical Devices,803,Part 803—Medical Device Reporting,Medical Device Reporting,C,Subpart C—User Facility Reporting Requirements,User Facility Reporting Requirements,803.3,"§ 803.30 If I am a user facility, what reporting requirements apply to me?",§ 803.30,"If I am a user facility, what reporting requirements apply to me?",21 CFR 803.30,FALSE,8,2017-01-05T00:00:00-0500,1980,
